address,state,provAbortion,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source,Census Year,State FIPS,County FIPS,Place Name,Place FIPS,Census Tract Code,Census Block Code,Census Block Group,Full FIPS (block),Full FIPS (tract),Metro/Micro Statistical Area Name,Metro/Micro Statistical Area Code,Metro/Micro Statistical Area Type,Combined Statistical Area Name,Combined Statistical Area Code,Metropolitan Division Area Name,Metropolitan Division Area Code
"9540 Addison Avenue, Franklin Park, IL 60131",IL,Provides Abortions,41.944288,-87.865153,1,rooftop,9540,Addison Ave,,,Franklin Park,IL,Cook County,60131,US,Cook,2018,17,17031,Franklin Park,1727702,811500,1006,1,1.70318E+14,17031811500,"Chicago-Naperville-Elgin, IL-IN-WI",16980,metropolitan,"Chicago-Naperville, IL-IN-WI",176,"Chicago-Naperville-Arlington Heights, IL",16974
"3131 La Canada Street, Las Vegas, NV 89169",NV,Provides Abortions,36.132664,-115.133116,1,rooftop,3131,La Canada St,,,Las Vegas,NV,Clark County,89169,US,Las Vegas,2018,32,32003,Winchester,3284600,1902,1006,1,3.2003E+14,32003001902,"Las Vegas-Henderson-Paradise, NV",29820,metropolitan,"Las Vegas-Henderson, NV-AZ",332,,
"1 Daniel Burnham Court, Suite 230C , San Francisco, CA 94109",CA,Provides Abortions,37.786755,-122.422491,1,rooftop,1,Daniel Burnham Ct,Ste,230C,San Francisco,CA,San Francisco County,94109,US,San Francisco,2018,6,6075,San Francisco,667000,15100,2002,2,6.07502E+13,6075015100,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"San Francisco-Redwood City-South San Francisco, CA",41884
"3838 California Street, Suite 412, San Francisco , CA 94118",CA,Provides Abortions,37.786186,-122.457598,1,rooftop,3838,California St,Rm,412,San Francisco,CA,San Francisco County,94118,US,San Francisco,2018,6,6075,San Francisco,667000,13300,5005,5,6.07501E+13,6075013300,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"San Francisco-Redwood City-South San Francisco, CA",41884
"120 East 34th Street, Savannah, GA 31401",GA,Provides Abortions,32.059442,-81.097293,1,rooftop,120,E 34th St,,,Savannah,GA,Chatham County,31401,US,Chatham,2018,13,13051,Savannah,1369000,11300,2041,2,1.3051E+14,13051011300,"Savannah, GA",42340,metropolitan,"Savannah-Hinesville-Statesboro, GA",496,,
"19305 West 7 Mile Rd, Detroit, MI, 48219",MI,Provides Abortions,42.429473,-83.232365,1,rooftop,19305,W 7 Mile Rd,,,Detroit,MI,Wayne County,48219,US,Semcog,2018,26,26163,Detroit,2622000,540600,1002,1,2.61635E+14,26163540600,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804
"2638 East Florence Avenue, Huntington Park, CA 90255",CA,Provides Abortions,33.973878,-118.224018,1,rooftop,2638,E Florence Ave,,,Huntington Park,CA,Los Angeles County,90255,US,Los Angeles,2018,6,6037,Walnut Park,683402,534802,2000,2,6.03753E+13,6037534802,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"1111 Spring Street, Suite G2, Silver Spring, MD 20910",MD,Provides Abortions,39.000321,-77.028808,1,rooftop,1111,Spring St,Ste,G2,Silver Spring,MD,Montgomery County,20910,US,Montgomery,2018,24,24031,Silver Spring,2472450,702900,3011,3,2.40317E+14,24031702900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,"Silver Spring-Frederick-Rockville, MD",43524
"1222 South Glendale Avenue #3, Glendale, CA 91205",CA,Provides Abortions,34.131796,-118.251803,1,rooftop,1222,S Glendale Ave,Unit,3,Glendale,CA,Los Angeles County,91205,US,Los Angeles,2018,6,6037,Glendale,630000,302505,1001,1,6.0373E+13,6037302505,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"1687 Erringer Road Suite 211B, Simi Valley, CA 93065",CA,Provides Abortions,34.268759,-118.762342,1,rooftop,1687,Erringer Rd,Ste,211,Simi Valley,CA,Ventura County,93065,US,Ventura,2018,6,6111,Simi Valley,672016,7800,1008,1,6.11101E+13,6111007800,"Oxnard-Thousand Oaks-Ventura, CA",37100,metropolitan,"Los Angeles-Long Beach, CA",348,,
"1000 South Avenue, Rochester, NY 14620",NY,Provides Abortions,43.129862,-77.618523,0.33,place,,,,,Rochester,NY,Monroe County,14620,US,TIGER/Line® dataset from the US Census Bureau,2018,36,36055,Rochester,3663000,3805,1003,1,3.6055E+14,36055003805,"Rochester, NY",40380,metropolitan,"Rochester-Batavia-Seneca Falls, NY",464,,
"106 Valley Street, South Orange, NJ 07079-2886",NJ,Provides Abortions,40.743877,-74.259943,1,rooftop,106,Valley St,,,South Orange,NJ,Essex County,7079,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",2018,34,34013,,,19300,2001,2,3.4013E+14,34013019300,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408,"Newark, NJ-PA",35084
"522 Lomas Blvd. NE, Albuquerque, NM 87102",NM,Provides Abortions,35.089473,-106.639093,1,rooftop,522,Lomas Blvd NE,,,Albuquerque,NM,Bernalillo County,87102,US,Bernalillo,2018,35,35001,Albuquerque,3502000,2000,2030,2,3.5001E+14,35001002000,"Albuquerque, NM",10740,metropolitan,"Albuquerque-Santa Fe-Las Vegas, NM",106,,
"8616 Greenville Ave, Ste 101, Dallas, TX 75243",TX,Provides Abortions,32.894654,-96.75178,1,rooftop,8616,Greenville Ave,Ste,101,Dallas,TX,Dallas County,75243,US,Dallas,2018,48,48113,Dallas,4819000,7812,1010,1,4.8113E+14,48113007812,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
"375 Seguine Ave, Staten Island, NY 10309",NY,Provides Abortions,40.516544,-74.196713,1,rooftop,375,Seguine Ave,,,Staten Island,NY,Richmond County,10309,US,City of New York,2018,36,36085,New York,3651000,19800,4043,4,3.6085E+14,36085019800,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408,"New York-Jersey City-White Plains, NY-NJ",35614
"3209 N California St, Stockton, CA 95204",CA,Provides Abortions,37.980942,-121.293676,1,rooftop,3209,N California St,,,Stockton,CA,San Joaquin County,95204,US,San Joaquin,2018,6,6077,Stockton,675000,1300,1010,1,6.077E+13,6077001300,"Stockton-Lodi, CA",44700,metropolitan,"San Jose-San Francisco-Oakland, CA",488,,
"33 Walt Whitman Rd, Suite 228, Huntington, NY 11746",NY,Provides Abortions,40.83,-73.411728,1,rooftop,33,Walt Whitman Rd,Ste,228,Huntington Station,NY,Suffolk County,11746,US,Suffolk,2018,36,36103,Huntington Station,3637044,111100,2011,2,3.61031E+14,36103111100,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408,"Nassau County-Suffolk County, NY",35004
"498 Route 111, Smithtown, NY 11787",NY,Provides Abortions,40.831334,-73.197754,1,rooftop,498,State Rte 111,,,Smithtown,NY,Suffolk County,11787,US,Suffolk,2018,36,36103,Hauppauge,3632732,135301,1010,1,3.61031E+14,36103135301,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408,"Nassau County-Suffolk County, NY",35004
"1874 Piedmont Ave NE, Suite 500-E, Atlanta, GA 30324",GA,Provides Abortions,33.807564,-84.366614,1,rooftop,1874,Piedmont Ave NE,Ste,500E,Atlanta,GA,Fulton County,30324,US,City of Atlanta,2018,13,13121,Atlanta,1304000,9200,1031,1,1.3121E+14,13121009200,"Atlanta-Sandy Springs-Roswell, GA",12060,metropolitan,"Atlanta--Athens-Clarke County--Sandy Springs, GA",122,,
"15801 W. McNichols Rd, Detroit, MI, 48235",MI,Provides Abortions,42.416056,-83.202134,1,range_interpolation,15801,W McNichols Rd,,,Detroit,MI,Wayne County,48235,US,TIGER/Line® dataset from the US Census Bureau,2018,26,26163,Detroit,2622000,540400,1012,1,2.61635E+14,26163540400,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804
"17070 Red Oak Dr., Ste. 509, Houston, TX 77090",TX,Provides Abortions,30.019218,-95.444676,1,rooftop,17070,Red Oak Dr,Ste,509,Houston,TX,Harris County,77090,US,City of Houston,2018,48,48201,,,553200,4007,4,4.82016E+14,48201553200,"Houston-The Woodlands-Sugar Land, TX",26420,metropolitan,"Houston-The Woodlands, TX",288,,
"3101 Richmond Ave., #250, Houston, TX 77098",TX,Provides Abortions,29.733334,-95.424668,1,rooftop,3101,Richmond Ave,Ste,250,Houston,TX,Harris County,77098,US,Greater Houston,2018,48,48201,Houston,4835000,411502,4003,4,4.82014E+14,48201411502,"Houston-The Woodlands-Sugar Land, TX",26420,metropolitan,"Houston-The Woodlands, TX",288,,
"1580 Valencia St. Suite 508, San Francisco, CA 94110",CA,Provides Abortions,37.747488,-122.42063,1,rooftop,1580,Valencia St,Ste,508,San Francisco,CA,San Francisco County,94110,US,San Francisco,2018,6,6075,San Francisco,667000,25300,4006,4,6.07503E+13,6075025300,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"San Francisco-Redwood City-South San Francisco, CA",41884
"2550 Sweet Home Road, Amherst, NY 14228",NY,Provides Abortions,43.02842,-78.79974,1,rooftop,2550,Sweet Home Rd,,,Buffalo,NY,Erie County,14228,US,Erie,2018,36,36029,,,9107,4015,4,3.6029E+14,36029009107,"Buffalo-Cheektowaga-Niagara Falls, NY",15380,metropolitan,"Buffalo-Cheektowaga, NY",160,,
"1 Foxhall Avenue, Kingston, NY 12401",NY,Provides Abortions,41.926294,-73.99445,1,rooftop,1,Foxhall Ave,,,Kingston,NY,Ulster County,12401,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",2018,36,36111,Kingston,3639727,951900,3012,3,3.6112E+14,36111951900,"Kingston, NY",28740,metropolitan,"New York-Newark, NY-NJ-CT-PA",408,,
"16 East 16th Street, New York, NY 10003",NY,Provides Abortions,40.736841,-73.991741,1,rooftop,16,E 16th St,,,New York,NY,New York County,10003,US,City of New York,2018,36,36061,New York,3651000,5200,2005,2,3.6061E+14,36061005200,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408,"New York-Jersey City-White Plains, NY-NJ",35614
"1 Main St., Suite N1, Hartford, CT 06106",CT,Provides Abortions,41.755536,-72.676582,1,rooftop,1,Main St,Ste,N1,Hartford,CT,Hartford County,6106,US,City of Hartford,2018,9,9003,Hartford,937000,500300,2001,2,9.0035E+13,9003500300,"Hartford-West Hartford-East Hartford, CT",25540,metropolitan,"Hartford-West Hartford, CT",278,,
"3250 South Dixie Hwy. (U.S. 1), Miami, FL 33133",FL,Provides Abortions,25.736337,-80.247121,1,rooftop,3250,S Dixie Hwy,,,Miami,FL,Miami-Dade County,33133,US,Miami,2018,12,12086,Miami,1245000,7101,1000,1,1.2086E+14,12086007101,"Miami-Fort Lauderdale-West Palm Beach, FL",33100,metropolitan,"Miami-Fort Lauderdale-Port St. Lucie, FL",370,"Miami-Miami Beach-Kendall, FL",33124
"5525 Etiwanda Ave., #216, Tarzana, CA 91356",CA,Provides Abortions,34.170477,-118.530937,1,rooftop,5525,Etiwanda Ave,Ste,216,Tarzana,CA,Los Angeles County,91356,US,Los Angeles,2018,6,6037,Los Angeles,644000,139401,1002,1,6.03714E+13,6037139401,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"1240 S.W. 44th St., Oklahoma City, OK 73109",OK,Provides Abortions,35.420464,-97.538811,1,rooftop,1240,SW 44th St,,,Oklahoma City,OK,Oklahoma County,73109,US,Oklahoma,2018,40,40109,Oklahoma City,4055000,107219,1003,1,4.01091E+14,40109107219,"Oklahoma City, OK",36420,metropolitan,"Oklahoma City-Shawnee, OK",416,,
"5107 E. Kellogg Ave., Wichita, KS 67218",KS,Provides Abortions,37.678841,-97.276743,1,rooftop,5107,E Kellogg St,,,Wichita,KS,Sedgwick County,67218,US,City of Wichita,2018,20,20173,Wichita,2079000,3600,1013,1,2.0173E+14,20173003600,"Wichita, KS",48620,metropolitan,"Wichita-Arkansas City-Winfield, KS",556,,
"800 Washington Street, Boston, MA 02111",MA,Provides Abortions,42.349643,-71.063515,1,rooftop,800,Washington St,,,Boston,MA,Suffolk County,2111,US,City of Boston,2018,25,25025,Boston,2507000,70200,1005,1,2.50251E+14,25025070200,"Boston-Cambridge-Newton, MA-NH",14460,metropolitan,"Boston-Worcester-Providence, MA-RI-NH-CT",148,"Boston, MA",14454
"6136 East 32nd Place, Tulsa, OK 74135",OK,Provides Abortions,36.11623,-95.90638,1,rooftop,6136,E 32nd Pl S,,,Tulsa,OK,Tulsa County,74135,US,Tulsa,2018,40,40143,Tulsa,4075000,7000,1007,1,4.0143E+14,40143007000,"Tulsa, OK",46140,metropolitan,"Tulsa-Muskogee-Bartlesville, OK",538,,
"33 Kendall Street, Worcester, MA 01605",MA,Provides Abortions,42.273953,-71.793274,1,rooftop,33,Kendall St,,,Worcester,MA,Worcester County,1605,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",2018,25,25027,Worcester,2582000,731900,1011,1,2.50277E+14,25027731900,"Worcester, MA-CT",49340,metropolitan,"Boston-Worcester-Providence, MA-RI-NH-CT",148,,
"101 Manning Drive, Chapel Hill, NC, 27514",NC,Provides Abortions,35.904575,-79.051356,1,rooftop,101,Manning Dr,,,Chapel Hill,NC,Orange County,27514,US,Orange,2018,37,37135,Chapel Hill,3711800,11602,2000,2,3.7135E+14,37135011602,"Durham-Chapel Hill, NC",20500,metropolitan,"Raleigh-Durham-Chapel Hill, NC",450,,
"UW Medical Center-Roosevelt II, 4th Floor, Women's Health Center, 4245 Roosevelt Way N.E., Seattle, WA 98105",WA,Provides Abortions,47.659861,-122.284977,1,place,,,,,Seattle,WA,King County,98105,US,TIGER/Line® dataset from the US Census Bureau,2018,53,53033,Seattle,5363000,4100,5002,5,5.3033E+14,53033004100,"Seattle-Tacoma-Bellevue, WA",42660,metropolitan,"Seattle-Tacoma, WA",500,"Seattle-Bellevue-Everett, WA",42644
"855 Central Ave., Albany, NY 12206",NY,Provides Abortions,42.680831,-73.788559,1,rooftop,855,Central Ave,,,Albany,NY,Albany County,12206,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",2018,36,36001,Albany,3601000,300,1016,1,3.6001E+14,36001000300,"Albany-Schenectady-Troy, NY",10580,metropolitan,"Albany-Schenectady, NY",104,,
"804 Columbia Street, Hudson, NY 12534",NY,Provides Abortions,42.247415,-73.779653,1,rooftop,804,Columbia St,,,Hudson,NY,Columbia County,12534,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",2018,36,36021,Hudson,3635969,1300,5017,5,3.6021E+14,36021001300,"Hudson, NY",26460,micropolitan,"Albany-Schenectady, NY",104,,
"200 Broadway, Troy, NY 12180",NY,Provides Abortions,42.731612,-73.691133,1,rooftop,200,Broadway,,,Troy,NY,Rensselaer County,12180,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",2018,36,36083,Troy,3675484,40700,1013,1,3.6083E+14,36083040700,"Albany-Schenectady-Troy, NY",10580,metropolitan,"Albany-Schenectady, NY",104,,
"403 Yale Drive, Hampton, VA 23666",VA,Provides Abortions,37.030712,-76.423657,1,rooftop,403,Yale Dr,,,Hampton,VA,Hampton city,23666,US,Virginia Geographic Information Network (VGIN),2018,51,51650,Hampton,5135000,10310,2003,2,5.165E+14,51650010310,"Virginia Beach-Norfolk-Newport News, VA-NC",47260,metropolitan,"Virginia Beach-Norfolk, VA-NC",545,,
"201 N Hamilton Street, Richmond, VA 23221",VA,Provides Abortions,37.559564,-77.490408,1,rooftop,201,N Hamilton St,,,Richmond,VA,Richmond city,23221,US,City of Richmond,2018,51,51760,Richmond,5167000,50300,1020,1,5.17601E+14,51760050300,"Richmond, VA",40060,metropolitan,,,,
"515 Newtown Road, Virginia Beach, VA 23462",VA,Provides Abortions,36.857184,-76.177482,1,rooftop,515,Newtown Rd,,,Virginia Beach,VA,Norfolk city,23462,US,Virginia Beach,2018,51,51710,Norfolk,5157000,6800,2000,2,5.171E+14,51710006800,"Virginia Beach-Norfolk-Newport News, VA-NC",47260,metropolitan,"Virginia Beach-Norfolk, VA-NC",545,,
"715 E. 3900 S. #203, Salt Lake City, UT 84109",UT,Provides Abortions,40.687635,-111.871001,1,rooftop,715,E 3900 S,Ste,203,Salt Lake City,UT,Salt Lake County,84107,US,Utah AGRC (and individual UT counties),2018,49,49035,Millcreek,4950150,111801,2014,2,4.90351E+14,49035111801,"Salt Lake City, UT",41620,metropolitan,"Salt Lake City-Provo-Orem, UT",482,,
"2112 F Street, N.W. Suite 400, Washington, DC 20037",DC,Provides Abortions,38.897096,-77.047179,1,rooftop,2112,F St NW,Ste,400,Washington,DC,District of Columbia,20037,US,Statewide,2018,11,11001,Washington,1150000,10800,3004,3,1.1001E+14,11001010800,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47894
"32 East 1st Street, Duluth, MN 55802",MN,Provides Abortions,46.788273,-92.097913,1,rooftop,32,E 1st St,,,Duluth,MN,St. Louis County,55802,US,St Louis,2018,27,27137,Duluth,2717000,1900,1017,1,2.7137E+14,27137001900,"Duluth, MN-WI",20260,metropolitan,,,,
"535 Jack Warner Pkwy, Suite 1, Tuscaloosa, AL 35404",AL,Provides Abortions,33.218324,-87.529684,1,rooftop,535,Jack Warner Pkwy NE,Ste,A1,Tuscaloosa,AL,Tuscaloosa County,35404,US,Tuscaloosa,2018,1,1125,Tuscaloosa,177256,12600,1029,1,1.12501E+13,1125012600,"Tuscaloosa, AL",46220,metropolitan,,,,
"5915 Tyrone Rd, Reno, NV 89502",NV,Provides Abortions,39.472454,-119.774807,1,rooftop,5915,Tyrone Rd,,,Reno,NV,Washoe County,89502,US,Washoe,2018,32,32031,Reno,3260600,2204,2025,2,3.2031E+14,32031002204,"Reno, NV",39900,metropolitan,"Reno-Carson City-Fernley, NV",456,,
"22110 Roscoe Blvd, #104, Canoga Park, CA 91304",CA,Provides Abortions,34.21937,-118.608537,1,rooftop,22110,Roscoe Blvd,Ste,104,West Hills,CA,Los Angeles County,91304,US,Los Angeles,2018,6,6037,Los Angeles,644000,134304,1001,1,6.03713E+13,6037134304,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"2839 Duke Street, Alexandria, VA 22314",VA,Provides Abortions,38.807663,-77.079152,1,rooftop,2839,Duke St,,,Alexandria,VA,Alexandria city,22314,US,City of Alexandria,2018,51,51510,Alexandria,5101000,200802,2000,2,5.15102E+14,51510200802,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47894
"2321 Commonwealth Drive, Charlottesville, VA 22901",VA,Provides Abortions,38.073678,-78.487781,1,rooftop,2321,Commonwealth Dr,,,Charlottesville,VA,Albemarle County,22901,US,Albemarle,2018,51,51003,,,10700,2005,2,5.1003E+14,51003010700,"Charlottesville, VA",16820,metropolitan,,,,
"4100 Duval Rd., Bldg. 2, Suite 201, Austin, TX 78759",TX,Provides Abortions,30.412287,-97.728587,1,rooftop,4100,Duval Rd,Bldg,2,Austin,TX,Travis County,78759,US,Capcog,2018,48,48453,Austin,4805000,1828,3019,3,4.8453E+14,48453001828,"Austin-Round Rock, TX",12420,metropolitan,,,,
"3256 Lackland Rd., Fort Worth, TX, 76116",TX,Provides Abortions,32.725165,-97.435452,1,rooftop,3256,Lackland Rd,,,Fort Worth,TX,Tarrant County,76116,US,Tarrant County,2018,48,48439,Fort Worth,4827000,102301,3014,3,4.84391E+14,48439102301,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington, TX",23104
"802 South Main St., McAllen, TX, 78501",TX,Provides Abortions,26.196609,-98.236028,1,rooftop,802,S Main St,,,McAllen,TX,Hidalgo County,78501,US,Hidalgo County,2018,48,48215,McAllen,4845384,21100,3004,3,4.8215E+14,48215021100,"McAllen-Edinburg-Mission, TX",32580,metropolitan,"McAllen-Edinburg, TX",365,,
"8053 E Bloomington Fwy #450, Bloomington, MN 55420",MN,Provides Abortions,44.857291,-93.296809,1,rooftop,8053,Bloomington Fwy E,Ste,450,Minneapolis,MN,Hennepin County,55420,US,Hennepin,2018,27,27053,Bloomington,2706616,125500,3009,3,2.70531E+14,27053125500,"Minneapolis-St. Paul-Bloomington, MN-WI",33460,metropolitan,"Minneapolis-St. Paul, MN-WI",378,,
"7648 Belair Road, Nottingham, Baltimore, MD 21236",MD,Provides Abortions,39.367227,-76.52069,1,rooftop,7648,Belair Rd,,,Nottingham,MD,Baltimore County,21236,US,Baltimore,2018,24,24005,Overlea,2459325,440200,2016,2,2.40054E+14,24005440200,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,
"3511 Lincoln Way W, South Bend, IN 46628",IN,Provides Abortions,41.692728,-86.298091,1,range_interpolation,3511,Lincoln Way W,,,South Bend,IN,St. Joseph County,46628,US,TIGER/Line® dataset from the US Census Bureau,2018,18,18141,South Bend,1871000,100,2007,2,1.8141E+14,18141000100,"South Bend-Mishawaka, IN-MI",43780,metropolitan,"South Bend-Elkhart-Mishawaka, IN-MI",515,,
"51 Fifth Ave, Arcadia, CA 91006",CA,Provides Abortions,34.141328,-118.021052,0.9,rooftop,51,N 5th Ave,,,Arcadia,CA,Los Angeles County,91006,US,Los Angeles,2018,6,6037,Arcadia,602462,430801,1010,1,6.03743E+13,6037430801,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"1560 S Highland Ave, Clearwater, FL 33756",FL,Provides Abortions,27.939551,-82.775311,1,rooftop,1560,S Highland Ave,,,Clearwater,FL,Pinellas County,33756,US,Pinellas,2018,12,12103,Clearwater,1212875,25501,1040,1,1.2103E+14,12103025501,"Tampa-St. Petersburg-Clearwater, FL",45300,metropolitan,,,,
"3401 66th St N, St. Petersburg, FL 33710",FL,Provides Abortions,27.803432,-82.728179,1,rooftop,3401,66th St N,,,Saint Petersburg,FL,Pinellas County,33710,US,Pinellas,2018,12,12103,St. Petersburg,1263000,22503,3008,3,1.2103E+14,12103022503,"Tampa-St. Petersburg-Clearwater, FL",45300,metropolitan,,,,
