Facility Name,Address,Street address,City,State,Zipcode,Phone Number,Website,Still Open,Provides Abortions,New clinic since last update,MAB,Surgical/aspiration,MAB Gestational Limit,Surgical/aspiration Gestational Limit,Date Opened (Year),Date Updated
Planned Parenthood of the Great Northwest and the Hawaiian Islands: Soldotna Health Center,"130 East Redoubt Avenue, Soldotna, AK 99669",130 East Redoubt Avenue,Soldotna,AK,99669,(800) 769-0045,https://www.plannedparenthood.org/health-center/alaska/soldotna/99669/soldotna-health-center-2604-91810,Currently Open,Provides Abortions,No,Yes,No,11w,,2017,6/24/20
Planned Parenthood of the Great Northwest and the Hawaiian Islands: Tacoma Health Center,"1515 Martin Luther King Jr. Way, Tacoma , WA 98405",1515 Martin Luther King Jr. Way,Tacoma,WA,98405,(800) 769-0045,https://www.plannedparenthood.org/health-center/washington/tacoma/98405/tacoma-health-center-4106-91810,Currently Open,Provides Abortions,No,Yes,Yes,11w,13.6w,,6/5/20
Planned Parenthood of the Great Northwest and the Hawaiian Islands: Twin Falls Health Center,"200 Second Ave N., Twin Falls, ID 83301",200 Second Ave N.,Twin Falls,ID,83301,(800) 769-0045,https://www.plannedparenthood.org/health-center/idaho/twin-falls/83301/twin-falls-health-center-2938-91810/abortion,Currently Open,Provides Abortions,No,Yes,No,11w,,,6/10/20
Planned Parenthood of the Great Northwest and the Hawaiian Islands: White Center Health Center,"9942 8th Avenue SW, Seattle, WA 98106",9942 8th Avenue SW,Seattle,WA,98106,(800) 769-0045,https://www.plannedparenthood.org/health-center/washington/seattle/98106/white-center-health-center-4161-91810,Currently Open,Provides Abortions,No,Yes,No,11w,,,6/5/20
"Planned Parenthood of the North Country New York, Inc.: Canton Center","9 Miner Street, Canton, NY 13617",9 Miner Street,Canton,NY,13617,(315) 386-8821,https://www.plannedparenthood.org/health-center/new-york/canton/13617/canton-center-2881-91210/abortion,Currently Open,Provides Abortions,No,Yes,No,11w,,2017,7/7/20
"Planned Parenthood of the North Country New York, Inc.: Plattsburgh Clinic","66 Brinkerhoff Street, Plattsburgh, NY 12901",66 Brinkerhoff Street,Plattsburgh,NY,12901,(518) 561-4430,https://www.plannedparenthood.org/health-center/new-york/plattsburgh/12901/plattsburgh-clinic-3315-91210/abortion,Currently Open,Provides Abortions,No,Yes,Yes,11w,13.6w,,7/7/20
"Planned Parenthood of the North Country New York, Inc.: Saranac Lake Clinic","41 St. Bernard St., Saranac Lake, NY 12983",41 St. Bernard St.,Saranac Lake,NY,12983,(518) 891-0046,https://www.plannedparenthood.org/health-center/new-york/saranac-lake/12983/saranac-lake-clinic-3428-91210/abortion,Currently Open,Provides Abortions,No,Yes,No,11w,,,7/7/20
"Planned Parenthood of the North Country New York, Inc.: Watertown Center","160 Stone Street, Watertown, NY 13601",160 Stone Street,Watertown,NY,13601,(315) 788-8065,https://www.plannedparenthood.org/health-center/new-york/watertown/13601/watertown-center-3328-91210/abortion,Currently Open,Provides Abortions,No,Yes,Yes,11w,13.6w,,7/7/20
"Planned Parenthood of the Pacific Southwest, Inc: Imperial Valley Health Center","1463 South 4th Street, El Centro, CA 92243",1463 South 4th Street,El Centro,CA,92243,(760) 594-9100,https://www.plannedparenthood.org/health-center/california/el-centro/92243/imperial-valley-health-center-4182-90110,Currently Open,Provides Abortions,No,Yes,No,10w,,2015,7/8/20
"Planned Parenthood of the Pacific Southwest, Inc.: Chula Vista Center","1295 Broadway #201, Chula Vista, CA 91911",1295 Broadway #201,Chula Vista,CA,91911,(888) 743-7526,https://www.plannedparenthood.org/health-center/california/chula-vista/91911/chula-vista-center-2328-90110,Currently Open,Provides Abortions,No,Yes,No,10w,,,7/8/20
"Planned Parenthood of the Pacific Southwest, Inc.: Coachella Center","49-111 California 111 #6A, Coachella, CA 92236",49-111 California 111 #6A,Coachella,CA,92236,(888) 743-7526,https://www.plannedparenthood.org/health-center/california/coachella/92236/coachella-center-2186-90110,Currently Open,Provides Abortions,No,Yes,No,10w,,,7/8/20
"Planned Parenthood of the Pacific Southwest, Inc.: College Avenue Sarah Weddington","4575 College Ave, San Diego, CA 92115",4575 College Ave,San Diego,CA,92115,(888) 743-7526,https://www.plannedparenthood.org/health-center/california/san-diego/92115/college-avenue-sarah-weddington-center-2324-90110,Currently Open,Provides Abortions,No,Yes,No,10w,,,7/8/20
"Planned Parenthood of the Pacific Southwest, Inc.: Corona Center","2079 Compton Avenue Suite #104, Corona, CA 92881",2079 Compton Avenue Suite #104,Corona,CA,92881,(888) 743-7526,https://www.plannedparenthood.org/health-center/california/corona/92881/corona-center-9999-90110,Currently Open,Provides Abortions,Yes,Yes,No,10w,,,7/8/20
"Planned Parenthood of the Pacific Southwest, Inc.: El Cajon Center","1685 E. Main St. #301, El Cajon, CA 92021",1685 E. Main St. #301,El Cajon,CA,92021,(888) 743-7526,https://www.plannedparenthood.org/health-center/california/el-cajon/92021/el-cajon-center-2329-90110,Currently Open,Provides Abortions,No,Yes,No,10w,,2015,7/8/20
"Planned Parenthood of the Pacific Southwest, Inc.: Escondido Center","347 W. Mission Ave, Escondido, CA 92025",347 W. Mission Ave,Escondido,CA,92025,(888) 743-7526,https://www.plannedparenthood.org/health-center/california/escondido/92025/escondido-center-2331-90110,Currently Open,Provides Abortions,No,Yes,No,10w,,,7/8/20
"Planned Parenthood of the Pacific Southwest, Inc.: Euclid Avenue Parker Center","220 Euclid Ave, Suite 30, San Diego, CA 92114","220 Euclid Ave, Suite 30",San Diego,CA,92114,(888) 743-7526,https://www.plannedparenthood.org/health-center/california/san-diego/92114/euclid-avenue-parker-center-2334-90110,Currently Open,Provides Abortions,No,Yes,No,10w,,,7/8/20
"Planned Parenthood of the Pacific Southwest, Inc.: First Avenue Family Planning Specialty Services Michelle Wagner Center","2017 First Ave, San Diego, CA 92101",2017 First Ave,San Diego,CA,92101,(888) 743-7526,https://www.plannedparenthood.org/health-center/california/san-diego/92101/first-avenue-specialty-services-michelle-wagner-center-4036-90110,Currently Open,Provides Abortions,No,Yes,Yes,10w,24w,,7/8/20
"Planned Parenthood of the Pacific Southwest, Inc.: Kearny Mesa Center","7526 Clairemont Mesa Blvd, San Diego, CA 92111",7526 Clairemont Mesa Blvd,San Diego,CA,92111,(888) 743-7526,https://www.plannedparenthood.org/health-center/california/san-diego/92111/kearny-mesa-center-2332-90110,Currently Open,Provides Abortions,No,Yes,No,10w,,,7/8/20
"Planned Parenthood of the Pacific Southwest, Inc.: Mira Mesa Center","10737 Camino Ruiz #258, San Diego, CA 92126",10737 Camino Ruiz #258,San Diego,CA,92126,(888) 743-7526,https://www.plannedparenthood.org/health-center/california/san-diego/92126/mira-mesa-center-2333-90110,Currently Open,Provides Abortions,No,Yes,No,10w,,,7/8/20
"Planned Parenthood of the Pacific Southwest, Inc.: Mission Bay Mimi Brien Health Center","4501 Mission Bay Drive, San Diego, CA 92109",4501 Mission Bay Drive,San Diego,CA,92109,(888) 743-7526,https://www.plannedparenthood.org/health-center/california/san-diego/92109/mission-bay-mimi-brien-health-center-2330-90110,Currently Open,Provides Abortions,No,Yes,No,10w,,,7/8/20
"Planned Parenthood of the Pacific Southwest, Inc.: Moreno Valley Center","12900 Frederick Street, Suite C, Moreno Valley, CA 92553","12900 Frederick Street, Suite C",Moreno Valley,CA,92553,(888) 743-7526,https://www.plannedparenthood.org/health-center/california/moreno-valley/92553/moreno-valley-center-2188-90110,Currently Open,Provides Abortions,No,Yes,No,10w,,,7/8/20
"Planned Parenthood of the Pacific Southwest, Inc.: Rancho Mirage Surgical Services Center","71777 San Jacinto Drive, Suite 202, Rancho Mirage, CA 92270","71777 San Jacinto Drive, Suite 202",Rancho Mirage,CA,92270,(888) 743-7526,https://www.plannedparenthood.org/health-center/california/rancho-mirage/92270/rancho-mirage-surgical-services-center-3267-90110,Currently Open,Provides Abortions,No,Yes,Yes,10w,12.6w,,7/8/20
"Planned Parenthood of the Pacific Southwest, Inc.: Riverside Flaster Family Health Center","3772 Tibbetts, Riverside, CA 92506",3772 Tibbetts,Riverside,CA,92506,(888) 743-7526,https://www.plannedparenthood.org/health-center/california/riverside/92506/riverside-flaster-family-health-center-2187-90110,Currently Open,Provides Abortions,No,Yes,Yes,10w,24w,,7/8/20
"Planned Parenthood of the Pacific Southwest, Inc.: Vista Isabella Center","1964 Via Centre, Vista, CA 92081",1964 Via Centre,Vista,CA,92081,(888) 743-7526,https://www.plannedparenthood.org/health-center/california/vista/92081/vista-isabella-health-center-4186-90110,Currently Open,Provides Abortions,No,Yes,No,10w,,2015,7/8/20
"Planned Parenthood of the Rocky Mountains, Inc: San Mateo of Albuquerque","701 San Mateo NE, Albuquerque, NM 87108",701 San Mateo NE,Albuquerque,NM,87108,(505) 265-9511,https://www.plannedparenthood.org/health-center/new-mexico/albuquerque/87108/san-mateo-2956-90210,Currently Open,Provides Abortions,No,Yes,Yes,11w,19.6w,,8/31/20
"Planned Parenthood of the Rocky Mountains, Inc: Santa Fe Health Center","730 St. Michael's Drive, Suite 4B, Santa Fe, NM 87505","730 St. Michael's Drive, Suite 4B",Santa Fe,NM,87505,(505) 982-3684,https://www.plannedparenthood.org/health-center/new-mexico/santa-fe/87505/santa-fe-2801-90210,Currently Open,Provides Abortions,No,Yes,No,11w,,,8/31/20
"Planned Parenthood of the Rocky Mountains, Inc.: Alamosa","1560 12th Street #7, Alamosa, CO 81101",1560 12th Street #7,Alamosa,CO,81101,(719) 589-4906,https://www.plannedparenthood.org/health-center/colorado/alamosa/81101/alamosa-2153-90210,Currently Open,Provides Abortions,No,Yes,No,10w,,,8/31/20
"Planned Parenthood of the Rocky Mountains, Inc.: Aurora","1284 S. Abilene St, Aurora, CO 80012",1284 S. Abilene St,Aurora,CO,80012,(303) 671-7526,https://www.plannedparenthood.org/health-center/colorado/aurora/80012/aurora-2489-90210,Currently Open,Provides Abortions,No,Yes,No,11w,,,8/31/20
"Planned Parenthood of the Rocky Mountains, Inc.: Boulder","2525 Arapahoe Ave, Suite C-200, Boulder, CO 80302","2525 Arapahoe Ave, Suite C-200",Boulder,CO,80302,(303) 447-1040,https://www.plannedparenthood.org/health-center/colorado/boulder/80302/boulder-2488-90210,Currently Open,Provides Abortions,No,Yes,No,11w,,,8/31/20
"Planned Parenthood of the Rocky Mountains, Inc.: Colorado Springs Westside","3480 Centennial Blvd., Colorado Springs, CO 80907",3480 Centennial Blvd.,Colorado Springs,CO,80907,(719) 475-7162,https://www.plannedparenthood.org/health-center/colorado/colorado-springs/80907/colorado-springs-westside-3967-90210,Currently Open,Provides Abortions,No,Yes,Yes,11w,19.6w,,8/31/20
"Planned Parenthood of the Rocky Mountains, Inc.: Cortez","20 West North Street Cortez, CO 81321",20 West North Street,Cortez,CO,81321,(970) 565-3277,https://www.plannedparenthood.org/health-center/colorado/cortez/81321/cortez-2169-90210,Currently Open,Provides Abortions,Yes,Yes,No,11w,,,8/31/20
"Planned Parenthood of the Rocky Mountains, Inc.: Durango","46 Suttle St., Durango, CO 81303",46 Suttle St.,Durango,CO,81303,(970) 247-3002,https://www.plannedparenthood.org/health-center/colorado/durango/81303/durango-2174-90210,Currently Open,Provides Abortions,No,Yes,Yes,11w,19.6w,,8/31/20
"Planned Parenthood of the Rocky Mountains, Inc.: Fort Collins ","825 South Shields St, Suites 4 - 7, Fort Collins, CO 80521","825 South Shields St, Suites 4 - 7",Fort Collins,CO,80521,(970) 493-0281,https://www.plannedparenthood.org/health-center/colorado/fort-collins/80521/fort-collins-4087-90210,Currently Open,Provides Abortions,No,Yes,Yes,11w,19.6w,,8/31/20
"Planned Parenthood of the Rocky Mountains, Inc.: Glenwood Springs","50923 Highway 6 & 24, Glenwood Springs, CO 81601",50923 Highway 6 & 24,Glenwood Springs,CO,81601,(970) 945-8631,https://www.plannedparenthood.org/health-center/colorado/glenwood-springs/81601/glenwood-springs-2172-90210,Currently Open,Provides Abortions,No,Yes,No,11w,,,8/31/20
"Planned Parenthood of the Rocky Mountains, Inc.: Greeley","3487B W 10th Street, Greeley, CO 80634",3487B W 10th Street,Greeley,CO,80634,(970) 352-4762,https://www.plannedparenthood.org/health-center/colorado/greeley/80634/greeley-2173-90210,Currently Open,Provides Abortions,No,Yes,No,11w,,2017,8/31/20
"Planned Parenthood of the Rocky Mountains, Inc.: Las Vegas East Flamingo","3300 E Flamingo Rd #25, Las Vegas, NV 89121",3300 E Flamingo Rd #25,Las Vegas,NV,89121,(702) 547-9888,https://www.plannedparenthood.org/health-center/nevada/las-vegas/89121/las-vegas-east-flamingo-2306-90210,Currently Open,Provides Abortions,No,Yes,No,10w,,2016,8/31/20
"Planned Parenthood of the Rocky Mountains, Inc.: Las Vegas West Charleston","3220 W Charleston Blvd., Las Vegas, NV 89102",3220 W Charleston Blvd.,Las Vegas,NV,89102,(702) 878-7776,https://www.plannedparenthood.org/health-center/nevada/las-vegas/89102/las-vegas-west-charleston-2304-90210,Currently Open,Provides Abortions,No,Yes,No,10w,,,8/31/20
"Planned Parenthood of the Rocky Mountains, Inc.: Littleton","131 W County Line Rd, Littleton, CO 80129",131 W County Line Rd,Littleton,CO,80129,(303) 798-0963,https://www.plannedparenthood.org/health-center/colorado/littleton/80129/littleton-2485-90210,Currently Open,Provides Abortions,No,Yes,No,11w,,,8/31/20
"Planned Parenthood of the Rocky Mountains, Inc.: Park Hill ","7155 E 38th Ave, Denver, CO 80207",7155 E 38th Ave,Denver,CO,80207,(303) 321-2458,https://www.plannedparenthood.org/health-center/colorado/denver/80207/park-hill-3543-90210,Currently Open,Provides Abortions,No,Yes,Yes,11w,22w,,8/31/20
"Planned Parenthood of the Rocky Mountains, Inc.: Steamboat Springs","111 11th Street Unit 102, Steamboat Springs, CO 80487",111 11th Street Unit 102,Steamboat Springs,CO,80487,(970) 879-2212,https://www.plannedparenthood.org/health-center/colorado/steamboat-springs/80487/steamboat-springs-2168-90210,Currently Open,Provides Abortions,No,Yes,No,11w,,,8/31/20
Planned Parenthood of the St. Louis Region and Southwest Missouri: Fairview Heights Health Center,"317 Salem Place, Fairview Heights, IL 62208",317 Salem Place,Fairview Heights,IL,62208,(618) 277-6668,https://www.plannedparenthood.org/health-center/illinois/fairview-heights/62208/fairview-heights-health-center-2712-90770,Currently Open,Provides Abortions,No,Yes,Yes,11w,24w,,6/30/20
Planned Parenthood of the St. Louis Region and Southwest Missouri: Reproductive Health Services of PPSLR,"4251 Forest Park Avenue, St. Louis, MO 63108",4251 Forest Park Avenue,St. Louis,MO,63108,(314) 531-7526,https://www.plannedparenthood.org/health-center/missouri/saint-louis/63108/reproductive-health-services-of-ppslr-3302-90770,Currently Open,Provides Abortions,No,No,Yes,,23.6w,,8/31/20
Planned Parenthood of Western Pennsylvania: PPWP Abortion Services,"933 Liberty Avenue, Pittsburgh, PA 15222",933 Liberty Avenue,Pittsburgh,PA,15222,(412) 562-1900,https://www.plannedparenthood.org/health-center/pennsylvania/pittsburgh/15222/ppwp-abortion-services-3359-91470/abortion,Currently Open,Provides Abortions,No,Yes,Yes,10w,18w,,6/15/20
"Planned Parenthood of Wisconsin, Inc.: Madison East","3706 Orin Road, Madison, WI 53704",3706 Orin Road,Madison,WI,53704,(608) 241-3767,https://www.plannedparenthood.org/health-center/wisconsin/madison/53704/madison-east-2733-91860,Currently Open,Provides Abortions,No,Yes,Yes,11w,19.6w,,6/24/20
"Planned Parenthood of Wisconsin, Inc.: Milwaukee-Water Street Health Center","435 S. Water Street, Milwaukee, WI 53204",435 S. Water Street,Milwaukee,WI,53204,(414) 276-8777,https://www.plannedparenthood.org/health-center/wisconsin/milwaukee/53204/milwaukee-water-street-health-center-4270-91860,Currently Open,Provides Abortions,No,Yes,Yes,11w,19.6w,,6/24/20
"Planned Parenthood of Wisconsin, Inc.: Sheboygan Health Center","909 South Taylor Drive, Sheboygan, WI 53081",909 South Taylor Drive,Sheboygan,WI,53081,(920) 458-9401,https://www.plannedparenthood.org/health-center/wisconsin/sheboygan/53081/sheboygan-health-center-4514-91860,Currently Open,Provides Abortions,Yes,Yes,No,11w,,2018,6/24/20
"Planned Parenthood Pasadena and San Gabriel Valley, Inc.: Alhambra Health Center","330 S. Garfield Ave. 3rd Floor, Suite 300, Alhambra, CA 91801","330 S. Garfield Ave. 3rd Floor, Suite 300",Alhambra,CA,91801,(626) 798-0706,https://www.plannedparenthood.org/health-center/california/alhambra/91801/alhambra-health-center-3561-90090,Currently Open,Provides Abortions,No,Yes,No,10w,,,7/8/20
"Planned Parenthood Pasadena and San Gabriel Valley, Inc.: Baldwin Park Center","4070 Sterling Way, Baldwin Park, CA 91706",4070 Sterling Way,Baldwin Park,CA,91706,(626) 798-0706,https://www.plannedparenthood.org/health-center/california/baldwin-park/91706/baldwin-park-center-9990-90090,Currently Open,Provides Abortions,Yes,Yes,No,10w,,,7/8/20
