fid,SVIth1,SVIth2,SVIth3,SVIth4,SVIS,GEOID
"2942",0.5898,0.6851,0.9847,0.4228,0.7436,"06011"
"2943",0.9662,0.8332,0.9787,0.4655,0.9379,"08023"
"2944",0.908,0.5619,0.9099,0.738,0.9048,"12043"
"2945",0.9538,0.4043,0.8628,0.9975,0.9806,"12067"
"2946",0.929,0.9736,0.7542,0.9408,0.9828,"13043"
"2947",0.9818,0.9131,0.4922,0.7606,0.9309,"13061"
"2948",0.958,0.8777,0.7017,0.9637,0.9777,"13065"
"2949",0.8717,0.9086,0.7892,0.8344,0.9373,"13161"
"2950",0.9366,0.7924,0.7415,0.9032,0.9439,"13163"
"2951",0.9777,0.8446,0.8497,0.9592,0.9879,"13205"
"2952",0.9637,0.994,0.4849,0.8873,0.9739,"13243"
"2953",0.8086,0.1277,0.9567,0.8672,0.8369,"13271"
"2954",0.9672,0.8841,0.5199,0.9433,0.957,"13273"
"2955",0.6764,0.533,0.9726,0.7119,0.8236,"20055"
"2956",0.8006,0.4884,0.9911,0.8771,0.9111,"20175"
"2957",0.8691,0.8131,0.0764,0.6775,0.7239,"21063"
"2958",0.9866,0.7488,0.0261,0.9048,0.8503,"21071"
"2959",0.9889,0.8313,0.1016,0.8873,0.8803,"21095"
"2960",0.9729,0.5568,0.2022,0.5727,0.7583,"21127"
"2961",0.985,0.93,0.0541,0.8131,0.8755,"21133"
"2962",0.9869,0.5705,0.0006,0.8879,0.8057,"21153"
"2963",0.9111,0.5145,0.0876,0.9819,0.8293,"21175"
"2964",0.9146,0.6616,0.4976,0.9653,0.9134,"22029"
"2965",0.9707,0.957,0.4448,0.8854,0.9519,"22041"
"2966",0.9134,0.7644,0.7284,0.8418,0.922,"22097"
"2967",0.992,0.6988,0.5059,0.425,0.8366,"22107"
"2968",0.9736,0.9838,0.8109,0.964,0.9962,"22117"
"2969",0.9092,0.8609,0.4858,0.9446,0.9274,"28069"
"2970",0.986,0.9519,0.4982,0.9284,0.9729,"28125"
"2971",0.9755,0.9666,0.7733,0.7883,0.9783,"28151"
"2972",0.9506,0.9962,0.6816,0.6316,0.958,"29069"
"2973",0.951,0.9023,0.3206,0.8746,0.9076,"29133"
"2974",0.8898,0.9013,0.4511,0.9153,0.915,"30005"
"2975",0.8952,0.7182,0.8437,0.6377,0.8866,"31173"
"2976",0.5777,0.6804,0.8558,0.9083,0.8261,"32015"
"2977",0.5742,0.4094,0.9796,0.9411,0.8404,"34013"
"2978",0.7631,0.5852,0.9707,0.9382,0.9217,"35025"
"2979",0.8857,0.9542,0.9838,0.9128,0.9863,"35047"
"2980",0.9643,0.9112,0.9459,0.767,0.979,"37061"
"2981",0.9608,0.8621,0.8239,0.9828,0.9873,"37091"
"2982",0.9713,0.9051,0.7077,0.9965,0.9936,"37165"
"2983",0.8799,0.461,0.7338,0.8602,0.8764,"37177"
"2984",0.8841,0.866,0.5033,0.8997,0.907,"38079"
"2985",0.9299,0.9863,0.7459,0.9758,0.9904,"45011"
"2986",0.9586,0.4521,0.5266,0.9771,0.921,"45061"
"2987",0.9605,0.6571,0.5998,0.8711,0.9156,"46095"
"2988",0.9503,0.9277,0.5995,0.9465,0.9672,"47097"
"2989",0.9169,0.992,0.9239,0.3502,0.9395,"48107"
"2990",0.5901,0.5167,0.9758,0.7224,0.7924,"48135"
"2991",0.9137,0.4747,0.8819,0.9987,0.9799,"48145"
"2992",0.879,0.5476,0.9698,0.8628,0.9312,"48189"
"2993",0.5592,0.4384,0.9924,0.8867,0.8191,"48283"
"2994",0.9204,0.8641,0.943,0.88,0.9752,"49037"
"2995",0.9261,0.8526,0.8641,0.8898,0.9643,"51730"
"2996",0.7357,0.5756,0.9764,0.7813,0.8691,"53021"
"2997",0.8439,0.7342,0.9704,0.7915,0.9277,"53077"
"2998",0.7185,0.8902,0.5934,0.5103,0.7672,"55078"
"2999",0.9771,0.4438,0.6749,0.765,0.8898,"01011"
"3000",0.9882,0.7883,0.7708,0.6176,0.928,"01131"
"3001",0.9761,0.9975,0.5677,0.362,0.9239,"05107"
"3002",0.9357,0.5552,0.9799,0.9245,0.9659,"06029"
"3003",0.9283,0.6068,0.9828,0.9363,0.9707,"06031"
"3004",0.9615,0.7224,0.992,0.8274,0.9717,"06047"
"3005",0.8831,0.5992,0.9472,0.9643,0.9618,"12027"
"3006",0.9306,0.8704,0.9366,0.9841,0.9901,"12039"
"3007",0.972,0.8707,0.4187,0.9124,0.9347,"12059"
"3008",0.979,0.7803,0.9395,0.7042,0.9615,"13003"
"3009",0.9764,0.1162,0.9086,0.7536,0.8752,"13049"
"3010",0.936,0.7978,0.937,0.9491,0.9812,"13071"
"3011",0.9701,0.5677,0.872,0.8727,0.9484,"13093"
"3012",0.8322,0.1945,0.5864,0.921,0.7984,"13141"
"3013",0.9783,0.0166,0.5065,0.9911,0.8124,"13309"
"3014",0.9459,0.469,0.9748,0.5224,0.8911,"16033"
"3015",0.9908,0.5256,0.0118,0.9249,0.822,"21025"
"3016",0.9965,0.5498,0.1726,0.9898,0.9099,"21051"
"3017",0.9933,0.3301,0.0064,0.8911,0.7745,"21131"
"3018",0.9924,0.9191,0.0051,0.7348,0.8414,"21189"
"3019",0.9742,0.8727,0.0252,0.9831,0.9051,"21193"
"3020",0.964,0.6851,0.6246,0.9624,0.9478,"22027"
"3021",0.9834,0.978,0.8255,0.9694,0.9975,"22039"
"3022",0.9768,0.7415,0.9634,0.9742,0.9914,"28001"
"3023",0.9815,0.9472,0.6173,0.8386,0.9675,"28011"
"3024",0.9831,0.8294,0.5428,0.8188,0.9322,"28027"
"3025",0.9717,0.4304,0.6383,0.9962,0.9637,"28063"
"3026",0.9748,0.9822,0.866,0.922,0.9946,"28079"
"3027",0.9799,0.6145,0.8013,0.9376,0.9653,"28083"
"3028",0.9994,0.8924,0.5836,0.8013,0.9545,"28119"
"3029",0.9354,0.6756,0.8803,0.9707,0.972,"28143"
"3030",0.9688,0.993,0.4241,0.6199,0.9303,"29155"
"3031",0.892,0.5113,0.8322,0.4862,0.8274,"30003"
"3032",0.9646,0.8711,0.9255,0.9698,0.9911,"37155"
"3033",0.9627,0.5887,0.5925,0.7673,0.8844,"38085"
"3034",0.8153,0.5549,0.9675,0.8949,0.9204,"42101"
"3035",0.9452,0.9424,0.8408,0.5014,0.9293,"45067"
"3036",0.9675,0.6778,0.6982,0.2146,0.7927,"46007"
"3037",0.9446,0.5138,0.5021,0.8975,0.8831,"46041"
"3038",0.9525,0.7504,0.476,0.9981,0.9666,"46071"
"3039",0.9554,0.9914,0.9857,0.8844,0.9971,"48109"
"3040",0.8825,0.7135,0.9962,0.859,0.9535,"48141"
"3041",0.9096,0.7026,0.9943,0.9885,0.9866,"48163"
"3042",0.5239,0.9554,0.9975,0.2162,0.7328,"48261"
"3043",0.9803,0.8647,0.6297,0.8656,0.9567,"51595"
"3044",0.9822,0.7526,0.043,0.6457,0.785,"54059"
"3045",0.978,0.9153,0.8558,0.9889,0.9959,"01005"
"3046",0.9959,0.9717,0.5043,0.9554,0.9854,"01063"
"3047",0.9879,0.9561,0.6237,0.994,0.9949,"01105"
"3048",0.9793,0.8007,0.9761,0.9118,0.9885,"04001"
"3049",0.9898,0.7081,0.7698,0.9077,0.9656,"05077"
"3050",0.9242,0.6905,0.9892,0.844,0.9611,"06019"
"3051",0.9685,0.6336,0.9927,0.6371,0.9417,"06107"
"3052",0.9895,0.7647,0.8768,0.9857,0.9908,"12047"
"3053",0.9892,0.3346,0.737,0.9201,0.9312,"13193"
"3054",0.9723,0.9395,0.7794,0.6065,0.9433,"13239"
"3055",0.9844,0.192,0.9908,0.7759,0.9245,"13259"
"3056",0.9904,0.411,0.0261,0.9876,0.8548,"21119"
"3057",0.9978,0.3114,0.382,0.9144,0.878,"21147"
"3058",0.9901,0.2187,0.177,0.9799,0.8494,"21159"
"3059",0.9987,0.9927,0.0032,0.5606,0.8621,"21237"
"3060",0.9752,0.32,0.532,0.9946,0.9357,"22035"
"3061",0.9981,0.9172,0.5053,0.9729,0.9818,"28051"
"3062",0.9984,0.9812,0.5431,0.5046,0.9369,"28053"
"3063",0.9857,0.9688,0.5371,0.9685,0.986,"28103"
"3064",0.9968,0.5406,0.6743,0.9328,0.9494,"28133"
"3065",0.9809,0.9421,0.9351,0.9405,0.9952,"28163"
"3066",0.9124,0.6113,0.5209,0.9131,0.8879,"30085"
"3067",0.957,0.9685,0.9093,0.9959,0.9984,"35006"
"3068",0.9949,0.9497,0.9895,0.9768,0.999,"35029"
"3069",0.9863,0.8723,0.7192,0.8835,0.971,"46017"
"3070",0.9691,0.6215,0.4928,0.5931,0.8395,"46031"
"3071",0.9806,0.6129,0.3906,0.9481,0.9185,"47095"
"3072",0.9567,0.7077,0.9981,0.8596,0.9758,"48061"
"3073",0.9704,0.7096,0.9987,0.8284,0.978,"48215"
"3074",0.9939,0.9971,0.9978,0.7026,0.9981,"48377"
"3075",0.9051,0.9109,0.9669,0.95,0.9876,"48445"
"3076",0.9035,0.611,0.9994,0.8497,0.9497,"48479"
"3077",0.9997,0.8306,0.9949,0.8386,0.9892,"48489"
"3078",0.9274,0.6008,0.9869,0.8933,0.9621,"53001"
"3079",0.9911,0.6141,0.3228,0.9255,0.9029,"54047"
"3080",0.9732,0.9803,0.539,0.4954,0.9188,"01085"
"3081",0.9854,0.7759,0.9984,0.9869,0.9978,"06025"
"3082",0.9115,0.5909,0.9519,0.9949,0.9831,"12049"
"3083",0.9697,0.7026,0.9885,0.9892,0.9939,"12051"
"3084",0.9943,0.3674,0.8704,0.9834,0.9774,"13037"
"3085",0.9745,0.8889,0.4884,0.6934,0.9089,"13265"
"3086",0.9876,0.6536,0.5692,0.9917,0.9697,"22065"
"3087",0.9927,0.127,0.5594,0.9997,0.951,"28055"
"3088",0.9443,0.9834,0.9335,0.7711,0.985,"28123"
"3089",0.9975,0.4183,0.8848,0.9548,0.9736,"28135"
"3090",0.9949,0.6469,0.5339,0.8201,0.9169,"28157"
"3091",0.9955,0.8816,0.9538,0.8338,0.9889,"35031"
"3092",0.9739,0.7517,0.9968,0.9704,0.9927,"36005"
"3093",0.9758,0.7972,0.9417,0.9793,0.9924,"37079"
"3094",0.9812,0.8157,0.7765,0.9847,0.9869,"45069"
"3095",0.9911,0.5154,0.7214,0.9472,0.9564,"46121"
"3096",0.965,0.5743,0.7128,0.971,0.9538,"46137"
"3097",0.999,0.9663,0.994,0.9914,1,"48047"
"3098",0.9787,0.8122,0.9965,0.794,0.9825,"48229"
"3099",0.9917,0.8415,0.9997,0.6157,0.9742,"48323"
"3100",1,0.9287,1,0.553,0.9815,"48427"
"3101",0.993,0.5358,0.6842,1,0.992,"28021"
"3102",0.9841,0.859,0.6746,0.9978,0.993,"45005"
"3103",0.9971,0.794,0.8879,0.9882,0.9943,"46102"
"3104",0.9825,0.999,0.9809,0.8978,0.9994,"48131"
"3105",0.9962,0.9452,0.999,0.6966,0.9895,"48505"
"3106",0.9847,0.9857,0.9917,0.9331,0.9987,"48507"
"3107",0.9946,0.9936,0.9904,0.9316,0.9997,"48127"
"3108",0.9838,0.9994,0.9793,0.4919,0.9917,"48247"
